%time,field.data
1439976739959814071,  530  -257   876  5266  5630 15827   170   273  -372

1439976739999789953,  341  -153   945  4154  5059 14503   222   244  -377

1439976740039736986,  355  -206   968  4246  7536 15953   259   213  -375

1439976740079880952,  153   -54   966  3679  7794 12556   307   166  -364

1439976740120079040,   67   -17   957  3666  6892 11550   339   122  -349

1439976740160273075,  -53   -32   795  3734  6370 10112   361    76  -329

1439976740200290918,  -47     2   793  4533  6045  8329   373    31  -306

1439976740240117073,   52     9   712  5739  8208  8296   381   -10  -278

1439976740280185937, -101   257   635  5810  8656  7606   388   -56  -241

1439976740320204973,   -5   195   586  5393  7847  2866   392   -84  -202

1439976740360454082, -165   472   598  5654  8238  1961   397  -100  -161

1439976740399847030, -347   564   678  2885  6280  1446   399  -109  -125

1439976740440056085, -377   227   499  2538  5219 -2681   403  -105  -101

1439976740479859113, -642   468   390  5604  6319 -3147   412   -92   -71

1439976740520052909, -824   563   253  4485  3931 -1920   416   -79   -42

1439976740559874057, -842   636   207  4808  2337 -4823   421   -62   -23

1439976740600270986, -982   724   270  4329  1296 -4579   429   -38    -9

1439976740639780998, -645   219   236  2505 -1057 -1888   431   -24    -4

1439976740679997920,-1190   692   354  7288 -4516 -12653   445    16    -4

1439976740720133066,-1028   450   395   672 -7903 -12596   459    77   -32

1439976740760293006, -939   -31   530   900 -3095 -6609   462   115   -54

1439976740800939083,-1603   184   665  1461 -6404 -8328   463   145   -73

1439976740840154886,-1489  -141   801  1585 -10691 -13416   453   195  -112

1439976740879601001,-1499  -244   958  4018 -9730 -10901   432   243  -155

1439976740920377969,-1707  -321  1020  2912 -11070 -6558   407   268  -195

1439976740959979057,-1395  -299   989  5240 -18145 -8146   365   284  -251

1439976741000134944, -477   -38   998  3502 -19511 -7928   295   295  -307

1439976741040055036, -286  -142  1092  4067 -17186 -9420   217   299  -342

1439976741080220937, -141    64   865  3835 -18896 -12429   148   295  -356

1439976741119757890,   89   -35   926  3636 -16406 -5226    54   280  -357

1439976741159904003,  405   183   681  3067 -13728 -4874   -10   265  -344

1439976741199583053,  396    86   742  3365 -12055 -3090   -71   245  -324

1439976741239687919,  443    13   664  3973 -6559     3  -102   233  -306

1439976741279726982,  364    96   562  4044 -8743 -2805  -125   218  -294

1439976741320657014,  657  -173   648  5604 -6586   733  -150   203  -275

1439976741360449075,  845     1   425  6969 -5512   104  -162   193  -267

1439976741400007963,  992   -61   461  6476 -4797  -432  -177   175  -255

1439976741440062999, 1101  -143   417  7501 -2783   770  -185   161  -250

1439976741480873107, 1080   -33   297  8667  -660   794  -187   147  -253

1439976741520828008, 1083    -8   297  8313    15  1831  -187   132  -258

1439976741560208082, 1022    21   348  8918  1244  2675  -185   119  -265

1439976741599729061, 1072    68   250  7861   885  3016  -181   108  -272

1439976741639694929, 1485  -128   361  6097  4198  4596  -174   105  -281

1439976741680013895, 1203   -93   265  7957 16192 12005  -131   113  -326

1439976741720146894, 1211   -15   395  6494 14642 11272   -72   116  -366

1439976741759797096, 1118  -213   564  5761 16810 12373    -4   113  -396

1439976741799814939,  953  -273   652  6192 16705 13834    78   100  -413

1439976741840008974,  804  -281   741  6339 16361 11359   153    70  -412

1439976741880866050,  595  -245   836  4865 15424 10465   216    36  -397

1439976741920775890,  456  -217   761  3571 13790  9058   265     5  -370

1439976741960159063,  223   -35   743  4176 13536  6065   306   -25  -336

1439976742000058889,  105   -33   947   -17  9782  7065   332   -47  -304

1439976742040604114, -143   -97   859   725  7971  4967   348   -64  -278

1439976742081093072, -335  -125  1007   850  5995  5030   354   -78  -261

1439976742120054960, -315  -114   999  1605  4801  4810   354   -96  -242

1439976742159966945, -358   -60   968  2340  3365  3669   353  -112  -226

1439976742200942993, -447    61   922  3545  3681  3208   350  -129  -208

1439976742240288019, -523   141   857  2472  3194  3374   346  -145  -189

1439976742279589891, -695   166   855  2426  2899  3200   339  -158  -174

1439976742319963932, -831   248   790  1768  1643  3703   331  -172  -160

1439976742359944105, -635   206   788   395  -239  2175   321  -182  -156

1439976742399743080, -883   438   726  1620   -18  2885   312  -190  -154

1439976742439960002, -857   465   720  -756 -3043   593   304  -196  -158

1439976742479849100, -794   267   764   930 -3258 -1187   301  -192  -168

1439976742520203113, -692   416   642  1209 -2284   345   299  -194  -172

1439976742559739112, -665   670   620  2041 -1704  -874   298  -195  -170

1439976742600630998, -647   594   745  -168 -1635   522   297  -195  -174

1439976742640719890, -516   556   768   448  -580  2590   289  -200  -177

1439976742681065082, -394   595   742 -1222   420  4927   274  -209  -178

1439976742719959974, -330   438   783 -1318   722  5571   255  -219  -185

1439976742759764909, -400   664   695   309   814  5112   236  -230  -181

1439976742800054073, -264   655   713 -3220  -355  8197   210  -241  -190

1439976742840828895, -168   579   756 -1181   231  8104   175  -248  -198

1439976742879501104, -236   678   752  -220  -446  6315   145  -255  -199

1439976742920017957, -204   572   726    95  -425  5302   123  -259  -203

1439976742959784984,  -65   811   790  -186  -847  3102   104  -259  -205

1439976743000333070, -118  1051   781 -1499 -1017 -1593   102  -257  -209

1439976743039849042, -219  1175   803 -7760 -1198 -6240   121  -244  -233

1439976743079602003, -235   817   873 -12954 -1479 -8225   149  -207  -280

1439976743119925022, -349   477   862 -14896 -1364 -7913   169  -167  -316

1439976743159765005, -284    85   823 -16962  -680 -8130   194   -97  -361

1439976743200421094, -274  -216   646 -16791 -1275 -8716   213   -14  -391

1439976743240276098,  -67  -333   548 -14888   253 -10153   223    73  -402

1439976743280380964, -179  -539   433 -15983  -712 -8253   228   158  -396

1439976743320069074,   71  -789   401 -13654   -16 -6004   224   233  -374

1439976743359605073,  -60 -1110   287 -9759  -730 -3774   218   287  -350

1439976743399672985,  -91 -1117   233 -6985 -1275 -2215   211   319  -327

1439976743439619064,  -21 -1162   241 -3315 -2511 -1253   200   342  -311

1439976743479620933,  -18 -1050   229  -602 -3913  -364   192   349  -307

1439976743519872903,  179 -1150   204  1072 -3711   789   182   351  -309

1439976743560570001,  141 -1182   264  6295 -4110  2520   177   338  -321

1439976743600632905,  204 -1006   174  9756 -4885  6277   172   306  -348

1439976743640110969,  127 -1010   449  8586 -2207  5468   173   270  -372

1439976743679934024,   42  -877   503 12125 -3840  4269   171   226  -393

1439976743719964027,   24  -744   621 12999 -3338  2487   154   169  -411

1439976743760426044,  -41  -733   742 13530 -3079  2955   139   108  -421

1439976743800160884,  155  -570   855 16352 -1162  2376   122    37  -419

1439976743839894056,   43  -306   899 15370  2068  3208   117   -37  -402

1439976743879884958, -119  -237   975 10969  -827  5273   104   -92  -382

1439976743920334100, -116    89  1001 11466  1758  3357    95  -138  -355

1439976743960980892, -260   253   963  7436   964  1907    93  -169  -333

1439976743999730110, -156   129  1015  6701   843  5361    81  -190  -313

1439976744040164947, -200   287   959  8918  -510  2350    67  -215  -286

1439976744080147981,  -24   281   853  9129   796  1273    59  -239  -256

1439976744120142936, -242   329   791 10848  2169  2632    54  -254  -227

1439976744160151004, -267   656   685 10335    60  2404    42  -274  -186

1439976744199682950,  -96   660   664  7628   313  1946    36  -284  -150

1439976744239712953,  -29   757   557  6994   890   927    27  -291  -122

1439976744280805110,  -62  1011   536  6316   538  -551    27  -294   -94

1439976744320281982,  -44  1206   551  2216 -1007 -2034    29  -296   -76

1439976744360413074,  -52  1253   542 -1493 -1695 -3225    41  -296   -78

1439976744399688005, -150  1207   687 -3537 -2639 -2390    54  -296   -91

1439976744440067052, -281   999   765 -6355 -4439 -3706    66  -295  -115

1439976744479737043, -203   808   794 -7565 -6270 -3831    82  -289  -149

1439976744520507097,  132   801   724 -9062 -4558 -1279    86  -277  -186

1439976744560139894,  -14   665   875 -11491 -2994 -2601    88  -257  -232

1439976744599642038, -151   282   953 -9230 -5929 -9948   106  -228  -276

1439976744639430999,   97   291   861 -9468 -6768 -11785   129  -193  -313

1439976744679883003,  -86   129   958 -8113 -6412 -15722   154  -148  -347

1439976744720803976,  -58   -20   963 -4074 -7874 -10977   166  -110  -370

1439976744759938955,  240   188   971 -5723 -5877 -7627   159   -80  -388

1439976744799519062,   26  -178  1027 -4805 -7160 -13897   157   -43  -402

1439976744839931011,  310   -14   914 -3133 -7800 -14326   144   -14  -414

1439976744880038022,  363    55   938 -3256 -7831 -20837   132    16  -423

1439976744920048952,  461  -346   875  2656 -4239 -12078   115    21  -424

1439976744959610939,  579    43   842  2298 -1781 -11343   110    16  -424

1439976744999854087,  462    50   776  4069 -3606 -13567   107     6  -422

1439976745040014982,  484   254   793  4282 -2357 -10599   105   -11  -419

1439976745081269025,  423   426   711  5293 -1887 -10174   108   -31  -413

1439976745120434999,  464   486   711  3417   453 -1601   111   -48  -408

1439976745160304069,  379   461   694  2566   528  -102   113   -54  -406

1439976745200237989,  444   355   763  2616  2918  5571   116   -64  -403

1439976745240305900,  443   341   783  2832  3728  8969   115   -79  -397

1439976745280767917,  487   441   738  1456  4270 12413   110   -93  -392

1439976745320475101,  402   108   820    36  3992 16322    97   -97  -391

1439976745360328912,  534   -12   869   297  1873 15683    76   -96  -390

1439976745399810075,  626   -29   825  2713  2215 15029    52   -99  -388

1439976745439928054,  871    71   894   404  2246 16291    28   -97  -385

1439976745480892896,  787  -246   968  1190  3460 18974     5   -81  -386

1439976745520185947,  760  -208   850  1469  4060 24817   -17   -63  -387

1439976745560296058,  780  -526   980   628  3014 21429   -36   -28  -391

1439976745599822044,  335  -615  1028  3186  2860 22574   -44    -1  -395

1439976745639738082,  757  -638   960  1944  -612 23288   -55    33  -393

1439976745680526018,  240  -570   960  4987  3357 17460   -53    54  -397

1439976745719790935,  185  -688  1008  3752   169 18058   -47    70  -399

1439976745759767055,  293  -559   947  6054  2386 10989   -43    75  -401

1439976745799578905,   34  -404   882  6256  2975 12867   -31    66  -405

1439976745840297937,  140  -355   883  5364  2064 13154   -23    65  -407

1439976745880392074,  -14  -264   867  7357  3072  8257   -13    51  -411

1439976745919826030, -201  -112   795  6716  2267  8395    -6    30  -410

1439976745960201025, -158    46   775  5993  1399  5446    -4    14  -408

1439976745999721050, -218   136   722  6340  1646  4405    -2    -9  -405

1439976746039813041, -272   421   727  5412  1279  1587    -2   -28  -400

1439976746079984903, -453   428   786  4140   320  -677     1   -48  -395

1439976746120107889, -420   526   757  3667  -572 -1816     2   -64  -390

1439976746160235881, -441   649   815  2862  -326 -2850     3   -74  -384

1439976746200191974, -521   508   800  3592   -37 -2951     7   -87  -379

1439976746239756107, -678   746   655  5655 -1334 -5075    13  -108  -370

1439976746280194997, -598   827   617  4433 -1860 -3391    15  -129  -357

1439976746320163011, -542   941   475  5065 -2408 -4184    14  -147  -344

1439976746359888076, -581  1033   541  3241 -3171 -7421    20  -166  -331

1439976746399852991, -765   827   573  2911 -4716 -8694    30  -180  -322

1439976746441179037, -532   912   690  2506 -6040 -9198    39  -191  -312

1439976746480190038, -586   770   758  2377 -5439 -10448    52  -199  -306

1439976746519988059, -766   740   737  2805 -7446 -16096    77  -208  -299

1439976746559927940, -666   760   794  1627 -8938 -17551   112  -209  -295

1439976746600183963, -581   562   925   835 -9095 -20643   150  -197  -300

1439976746639805078, -696   551  1015  2011 -9683 -18455   190  -176  -310

1439976746679754018, -203   523  1038  1332 -8819 -11206   201  -160  -320

1439976746720129966, -473   559  1150   674 -8002 -15521   214  -141  -330

1439976746760308027, -323   438   985   151 -9081 -15542   226  -114  -345

1439976746799899101, -228   225  1142   502 -12083 -23047   235   -75  -365

1439976746839907884,   31   265   842  5217 -9124 -17511   229   -50  -377

1439976746880201101,  -35   302   953  4023 -8942 -15568   220   -39  -386

1439976746919847011,  323   147   827  4942 -4174 -8380   210   -38  -388

1439976746960355043,  -80   482   958  2386 -4067 -5190   206   -44  -387

1439976746999667882,  421   217   791  1914 -2983 -2309   193   -43  -391

1439976747039792060,  166   193   788  3196  -447  -116   188   -54  -387

1439976747080128908,  286   321   783  2208 -1077   736   185   -63  -384

1439976747119894027,  323   225   761  3647   942 -1141   186   -74  -378

1439976747160370111,  344   335   770  3250  3490  4167   192   -89  -369

1439976747199879884,  410   417   882   914  1618  7333   191  -101  -362

1439976747239629983,  503   391   874  1752   972  4838   181  -112  -357

1439976747279568910,  604   453   937  -920  4915 11867   172  -122  -353

1439976747319737911,  688   427  1012 -4039  2754 13275   156  -125  -354

1439976747360352993,  779    98  1106 -3630  4026 13603   136  -119  -361

1439976747399661064,  793   118   993 -3131  6347 17373   120  -114  -366

1439976747439603090,  530  -101  1090 -3333  5021 12858   111  -104  -371

1439976747480298995,  466  -240  1120 -1110  4652 14386   102   -96  -376

1439976747520447015,  466  -114   983 -2443  5882 13865    93   -93  -377

1439976747559781074,  247  -313  1055 -2137  4366 16941    86   -84  -382

1439976747599785089,  312  -283   970  -916  1605 15692    67   -72  -386

1439976747639647960,  228  -253   889  -763   826 14060    48   -61  -387

1439976747679541110,  355  -225   842 -1273  2585 16655    31   -45  -390

1439976747720307111,   22   -32   831  1753  5395 13474    27   -33  -391

1439976747759744882, -107    28   832  2146  3765  9999    33   -34  -394

1439976747799806118,    1    92   802  2538  3820 10559    34   -34  -393

1439976747840065002, -184   205   832  1343  4223 12497    36   -34  -394

1439976747879641056, -219   136   852  2833  3685  7264    41   -34  -394

1439976747920816898, -450   204   787  3968  3942  7871    48   -47  -391

1439976747960167884, -490   411   841    56  1913 10881    45   -46  -390

1439976747999788999, -293   246   803   869  1065  8391    36   -40  -392

1439976748039963006, -319   434   834  1953  1143  4359    32   -42  -391

1439976748080492019, -412   450   777  1576   -12  4039    30   -45  -389

1439976748119961977, -407   525   830  2706 -1380  1699    22   -51  -385

1439976748160178899, -401   725   783  2841 -1418  -701    18   -63  -379

1439976748199871063, -365   833   839 -1052 -1729  1226    10   -62  -378

1439976748239885091, -312   811   894 -2686 -1766 -3989     7   -55  -381

1439976748280178070, -383   653   966 -4713  -878 -9106    13   -44  -387

1439976748319996118, -545   759   960 -3359 -1803 -11665    24   -33  -392

1439976748360035896, -244   998  1149 -8812 -1246 -13157    36   -14  -398

1439976748399837970, -437   595  1201 -7591  1980 -13441    53    19  -408

1439976748440032005, -620   382  1046 -8710   -72 -13344    70    53  -414

1439976748481703996, -497   288  1060 -10006 -1174 -10569    75    95  -414

1439976748520320892, -371    95   948 -12877  -930 -9150    70   146  -408

1439976748561028957, -201  -175   774 -12394   -86 -6789    65   202  -394

1439976748600068092,  -45  -347   662 -12599   656 -7053    58   252  -372

1439976748639631986,  -70  -606   442 -11724  1163 -7868    48   294  -344

1439976748680665016,  -30  -726   309 -9557  -168 -5278    33   325  -314

1439976748719867944,  -18  -893   220 -8420 -1435 -4640    18   348  -283

1439976748759538888,   54 -1091   161 -3858 -2481 -2923     0   359  -259

1439976748799891948,   85 -1065    54  -445 -2166 -1097    -9   362  -248

1439976748841291904,  -32 -1137    83  2581 -3643   961   -14   360  -247

1439976748880227088,  121 -1219    77  5552 -4507  2253   -17   355  -254

1439976748920871019,  -45 -1191    92  6745 -3899  5086   -14   347  -268

1439976748959758996,   15 -1163   263  8063 -4081  5942    -4   340  -283

1439976749000024080,  -16 -1146   298 11686 -1793  2420    -2   316  -308

1439976749039966106, -132 -1084   449 10809 -2021  5758     3   287  -337

1439976749080100059, -289  -986   648 11797 -1403  6117     9   255  -359

1439976749119620084, -116  -986   714 13915  -802 10401    19   214  -381

1439976749160115003, -215  -636   831 13545  1618 10966    37   167  -401

1439976749199563980, -332  -422   936 12953   211  6525    44   117  -411

1439976749240461111, -337   -79   936 13773   852  2492    44    72  -417

1439976749280261993, -350  -197   936 14001  2083  2210    45    12  -412

1439976749320033073, -520    99   780 12243  1969  4356    46   -47  -397

1439976749359584093, -442   334   866  9169  -453  4152    36   -89  -379

1439976749400471925, -327   403   796  7952 -1187  2140    23  -120  -361

1439976749440484046, -349   345   734  7897  -535  1310    15  -148  -342

1439976749479954957, -333   535   682  7596  -158  2593     5  -173  -319

1439976749519706964, -376   610   677  7139  -361  1067    -2  -194  -298

1439976749559575080, -346   587   633  6158    54  3059   -12  -211  -277

1439976749599879980, -391   773   568  5665  -528  1051   -21  -223  -257

1439976749640110015, -391   686   498  5301 -2396   -90   -27  -236  -238

1439976749679949998, -284   840   459  3736 -1777   491   -34  -243  -219

1439976749720244884, -372   825   486  3296 -2454 -1106   -38  -250  -205

1439976749759717941, -375   895   492  2928 -3251 -1348   -37  -257  -190

1439976749800311088, -340   856   508  2226 -3273 -1391   -39  -261  -179

1439976749840325117, -342   947   487  1572 -3690 -1240   -37  -265  -168

1439976749879983901, -313   906   508 -1032 -2594   892   -41  -264  -166

1439976749920022964, -255   844   572  1174 -3550 -1404   -46  -263  -166

1439976749960017919, -215  1124   481   396 -3345 -1640   -41  -267  -156

1439976749999763011, -193   916   488 -1404 -2437   522   -46  -264  -159

1439976750040096998, -227   990   451   597 -2887 -1696   -44  -266  -156

1439976750080156087, -197  1073   440 -2334 -1842  1693   -46  -264  -159

1439976750120023012, -219  1004   460 -4963 -1364  3576   -62  -253  -176

1439976750159784078, -223   903   559 -1431 -3529 -2811   -63  -248  -184

1439976750199789047, -165  1009   528 -2232 -3721 -3883   -53  -251  -186

1439976750240014076,  -75   749   540 -6186 -3494  9148   -70  -236  -200

1439976750280241966,  302   726   711 -2063 -2677 11387  -111  -207  -210

1439976750320573091,  142   992   480   160 -2326  5008  -137  -188  -205

1439976750361145973,  182   839   502 -7410 -5026 13319  -169  -151  -209

1439976750399692058,  559   718   587 -4876 -6308  7041  -205   -96  -207

1439976750439773082,  556   533   649 -2908 -6468  4105  -222   -72  -191

1439976750480356931,  599   500   522 -3581 -6330  4970  -240   -44  -174

1439976750520109891, 1084   271   865  -260 -3849 -1041  -247   -31  -156

1439976750559907913,  952   435   646  3034  -626 -1891  -249   -40  -146

1439976750599953889,  916   476   707   195  2128 -1205  -247   -43  -150

1439976750640289068,  958   579   811  -924  4998 -2526  -239   -49  -164

1439976750679764986,  571   633   755   690  3261 -4289  -226   -65  -184

1439976750719829082,  878   613   764 -2712  5329 -5621  -212   -83  -200

1439976750759797096,  371   506   768 -2344  9863 -7395  -183   -99  -234

1439976750799880981,  560   527   714 -1152  7404 -4764  -152  -114  -264

1439976750839834928,  140   542   857 -1074 12408 -8786  -105  -127  -298

1439976750879844903, -239   532   589 -1450  8611 -7102   -48  -139  -324

1439976750920280933, -249   483   768 -3493  9045 -12685     7  -137  -346

1439976750959543943, -589   342   615 -4042  5286 -13012    73  -129  -361

1439976751000672101, -220   240   642 -6137  4622 -10897   118  -101  -376

1439976751041023015, -675   -31   684 -2873  5113 -15063   172   -70  -384

1439976751080013990, -847  -131   493 -2119  1345 -12579   211   -40  -386

1439976751119673013, -717  -173   637  -831  -304 -14998   230    -9  -390

1439976751159832954, -760  -356   723  1651  -803 -16003   246    19  -390

1439976751199907064, -679  -408   668  3203 -2578 -11927   249    35  -393

1439976751240156888, -438  -523   934  3806 -1905 -12643   246    45  -395

1439976751279882907, -487  -525   977  7681 -1706 -16097   245    49  -397

1439976751320986986, -306  -396   804  8089 -1277 -14370   244    45  -397

1439976751359813928, -249  -458  1055  8506 -1923 -12913   244    37  -395

1439976751399622917,  -60  -172   972  7589  -140 -15466   248    28  -393

1439976751439682960, -147  -269  1071  6519  -503 -10893   257    30  -390

1439976751480021953,  -25   -81  1011  7571  -331 -12121   261    25  -387

1439976751519711971, -164   187   900 10193   834 -15388   272    23  -383

1439976751559633016, -139    83   938  6714  1106 -8558   286    17  -374

1439976751599649906, -134   309  1015  5073 -1607 -5035   291    12  -370

1439976751640206098,  -60   191   950  4969 -6022 -5464   280     7  -376

1439976751680624961,  255    24   918  2735 -7393  -570   254    -1  -386

1439976751719732999,  144   199   917  6687 -2155 -2098   236   -17  -387

1439976751759615898,  244   268   890  2611 -4743  3130   220   -38  -387

1439976751799679994,  317    82   937    72 -5745  8433   188   -48  -393

1439976751840027093,  595   233   835  2734 -4981  3797   153   -60  -395

1439976751879765033,  658   290   719  3202  -929  5992   132   -79  -389

1439976751919769048,  566   133   767 -1803 -1877 14626   105   -82  -390

1439976751960015058,  766    20   811   183 -3726  8866    69   -75  -391

1439976751999785900,  754   -21   737  4376   598  6869    48   -84  -386

1439976752040695905,  680    37   668  2032   978 12678    32   -90  -380

1439976752080296039,  727   -69   846  2617  2473 14142    11   -85  -378

1439976752120206117,  763  -244   816  2324  3222 14050    -3   -81  -375

1439976752161164045,  751  -310   898  1857  4012 17442   -16   -68  -376

1439976752199631929,  665  -305   911  -298  4475 21385   -28   -42  -382

1439976752240372896,  552  -532   967   295  4161 18879   -33   -10  -389

1439976752281219005,  454  -571   984  1270  3896 17857   -29    13  -395

1439976752320615053,  399  -570   981  1034  2831 17337   -26    32  -399

1439976752360135078,  309  -586   975  2180  3563 16340   -19    53  -403

1439976752400052070,  247  -515   945  3064  5505 15854    -3    64  -408

1439976752439713001,   75  -560  1063  3100  4955 15137    21    71  -415

1439976752479604959,   54  -351   949  4339  5360 13542    44    66  -419

1439976752519957065,   66  -239   997  2294  4675 11023    63    59  -421

1439976752559777021, -207  -199   981  3816  4621 10604    83    51  -424

1439976752599694967, -296   -88   896  5239  3387  8197    96    32  -422

1439976752639759063, -217    20   776  4494  1937  5142   103     9  -418

1439976752679757118, -273   111   823  2575  1197  3789   105    -5  -416

1439976752720261096, -413   136   859  3933     6 -1872   106   -18  -412

1439976752759864091, -366    94   832  3377  -529 -1964   105   -34  -409

1439976752800057888, -375   159   867  3079  1206  -600   109   -45  -405

1439976752840122938, -614   159   863  3997   831 -2688   116   -59  -399

1439976752879709005, -714   178   838  4450  -937 -3874   121   -74  -393

1439976752919912099, -633   273   737  4487  -407 -2458   123   -93  -386

1439976752959706068, -718   248   692  4247  -888 -4243   127  -107  -377

1439976752999758005, -847   285   685  4308 -1479 -5651   133  -121  -369

1439976753039522886, -853   255   630  3358 -2204 -5475   140  -130  -364

1439976753079865932, -900   200   656  3653 -2246 -6620   147  -138  -358

1439976753120102882,-1025   268   547  3288 -2112 -5288   155  -145  -352

1439976753160027980, -900   251   570  2809 -2987 -5998   161  -148  -349

1439976753200500011, -927   222   622  3312 -2546 -6566   170  -152  -345

1439976753240161895,-1069   206   663  3591 -3680 -7891   179  -156  -342

1439976753279922008,-1093   161   750  3838 -6565 -9923   186  -155  -340

1439976753319689035, -994    89   786  3042 -6811 -8378   189  -155  -340

1439976753360105991,-1060   137   928  4021 -9748 -11146   186  -153  -341

1439976753399789094, -816   246   832  2601 -10623 -12481   182  -150  -346

1439976753439661979, -727    75  1055  1597 -12823 -14092   178  -137  -356

1439976753480947971, -653   115  1027  4373 -13486 -11576   162  -133  -363

1439976753520333051, -447   228   970  3670 -12624 -8992   137  -141  -363

1439976753560909032, -295   236   907   710 -16150 -9291   108  -143  -364

1439976753599520921, -101   211   980  2970 -13691 -6429    68  -146  -361

1439976753640965938,    1   398   814  3058 -13346 -6281    34  -159  -347

1439976753679604053,  241   414   826  -145 -14263 -5851     1  -166  -336

1439976753719894886,  337   379   871  1085 -12697 -4267   -31  -171  -320

1439976753759989976,  643   502   745   720 -10170 -1623   -59  -178  -300

1439976753799702882,  719   392   690   629 -6628  5167   -90  -173  -286

1439976753840012073,  923   258   613  2356 -3324  3879  -116  -166  -273

1439976753880150079,  698   144   513  3386   527  2701  -128  -166  -263

1439976753922650098,  715    96   553  2099 -2304  2164  -136  -166  -254

1439976753959786891,  846    28   484  2874 -2409  3745  -150  -163  -241

1439976753999700069, 1011  -106   483  3720 -2460  2697  -164  -160  -226

1439976754040046930, 1048    29   394  4842 -1320  1983  -174  -160  -208

1439976754080173969, 1076     6   337  5008   941  4043  -182  -157  -198

1439976754122457027, 1059   -29   310  5235  -635  1890  -190  -156  -184

1439976754159898996, 1032   -71   325  4560   617  2655  -197  -156  -171

1439976754200051069,  951   -79   336  4834   667  2850  -204  -151  -164

1439976754240144014,  995   -89   347  4582   376  2627  -209  -147  -153

1439976754280432939, 1008   -67   352  5474  2656  3900  -214  -139  -147

1439976754320461988,  884   -33   394  5367   324  2462  -219  -134  -138

1439976754360260963,  957  -108   465  5259  1511  3965  -226  -125  -130

1439976754400024890,  889  -106   502  6204  1164  3604  -233  -114  -124

1439976754439788103,  941  -155   542  5442  1021  4795  -239  -104  -118

1439976754479856967,  964  -247   646  6311  3217  6491  -247   -83  -116

1439976754520621061,  961  -234   641  6815  1852  5330  -253   -62  -116

1439976754559905052, 1005  -320   730  7081  4484  7593  -259   -37  -118

1439976754599653959,  801  -344   781  7804  3921  7105  -262   -11  -130

1439976754639760017,  711  -399   848  7580  2628  7190  -262    16  -135

1439976754680282115,  678  -438   827  6982  4084  8875  -261    45  -148

1439976754720134973,  548  -443   863  7070  2711  7393  -255    75  -164

1439976754760365962,  517  -490   898  6739  3603  8875  -248   100  -176

1439976754800127029,  424  -344   846  6482  3041  8701  -234   132  -196

1439976754839865922,  418  -405   909  5421  1708  7961  -223   154  -208

1439976754880094051,  341  -328   876  6216  4354 10621  -202   180  -228

1439976754919912099,  262  -218   886  5325  2131  8638  -180   206  -248

1439976754960186004,  229  -317   940  4642  5833 13016  -151   232  -269

1439976754999551057,  194  -160   948  5138  4899 11464  -104   259  -300

1439976755040230035,   21  -206   985  5045  3743  9209   -69   268  -321

1439976755079755067,   11  -122   963  4381  4574 10623   -29   273  -342

1439976755119637966, -111   -46  1021  4190  3541  9178     8   274  -358

1439976755159961938, -178   -39  1031  3603  2962  8692    41   272  -371

1439976755200030088, -199    10  1025  3281  2546  7771    69   265  -382

1439976755241590976, -287    46  1006  2377  2226  8258    96   258  -390

1439976755279925107, -205    -8  1058  1845  2647  8599   125   251  -395

1439976755319788932, -235    85  1014  2033  3021  7686   154   243  -399

1439976755360842943, -349    63   995  1156  2017  7697   176   233  -400

1439976755399738073, -298    74   972   233  1043  8112   196   224  -402

1439976755440917015, -238   126   978  -485   163  6850   211   219  -401

1439976755479587078, -217   -36   969 -1228  2548 10717   227   215  -399

1439976755519687891, -158   125   925 -1130  1935 11519   254   202  -395

1439976755560246944, -212    23   990 -1044  4739 13565   282   184  -388

1439976755599839925, -189   153   938   261  3706 10980   310   160  -380

1439976755639666080, -191   117   932  -705  1066  7054   327   138  -372

1439976755679709911, -248   258   952 -1346  1414  7570   333   125  -369

1439976755720052957, -273   195  1038 -1917  1507  7957   342   109  -363

1439976755760200977, -315   195  1043 -1972  1961  7632   351    96  -358

1439976755799480915, -245   243  1031 -2758  1060  9240   356    79  -354

1439976755841151952, -168   159  1104 -3941   185  8020   356    63  -353

1439976755879745960, -210   134  1154 -2723   548  6160   356    56  -351

1439976755919775009, -255   175  1139 -1810   242  6576   354    46  -351

1439976755959743022, -305   112  1121 -1851  -617  8018   349    30  -350

1439976756000416994, -227    60  1036 -1869 -1236  7814   339    12  -355

1439976756040132045, -166    99  1025 -1211 -1133  7223   328    -1  -360

1439976756080297946, -287    87   978  -918 -1126  8736   314   -20  -362

1439976756119968891, -128    77  1029  -738 -1598  7737   296   -38  -368

1439976756159944057, -142    90   975  -258  -540  7530   281   -53  -370

